video_id,split,label,category,manual_transcript,asr_transcript,wer,cer
VID_02839,train,NON-MISOGYNISTIC,NONE,கணினி அறிவியல் துறையில் புதிய செயற்கை நுண்ணறிவு முற்றிலும் திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,கணினி அறிவியள் துறையில் புதிய செயற்கை நுண்ணறிவு முற்றிலும் திட்டங்கள் மின்சார தேவையை பூர்த்தி செய்ய உதவுகின்றன.,7.69,0.9
VID_02840,train,NON-MISOGYNISTIC,NONE,விளையாட்டு மைதானத்தில் வீரர்கள் மற்றும் வீராங்கனைகள் தொடர்ந்து வெற்றிகரமாக முற்றிலும் தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,விளையாட்டு மைதானத்தில் வீரர்கள் மற்றும் வீராங்கனைகள் தொடர்ந்து வெற்றிகரமாக முற்றிலும் தொடர்ந்து தடையின்றி இயங்கி வருகின்றன.,0.0,0.0
VID_02841,train,NON-MISOGYNISTIC,NONE,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் மிகவும் சிறப்பாக தொடர்ச்சியாக விழிப்புணர்வு முகாம்கள் நகரில் தீவிரமாக நடக்கின்றன.,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் மிகவும் சிறப்பாக தொடர்ச்சியாக விழிப்புணர்வு முகாம்கள் நகரில் தீவிரமாக நடக்கின்றன.,0.0,0.0
VID_02842,test,NON-MISOGYNISTIC,NONE,என் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் அனைவரும் பாராட்டும் வகையில் வெளிப்படையாக சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,என் சகோதரி முன்னணி மென்பொருள் நிறுவனத்தில் அனைவரும் பாராட்டும் வகையில் வெளிப்படையாக சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,0.0,0.0
VID_02843,train,MISOGYNISTIC,GENERAL_ABUSE,முக்கியமான பிரச்சனைகளை தீர்க்க பெண்களுக்கு முட்டாள்தனமானது என்று வசைபாடுவது முற்றிலும் அறிவற்ற ஆணாதிக்க உளறலாகும்.,முக்கியமான பிரச்சனைகளை தீர்க்க பெண்களுக்கு முட்டாள்தனமானது என்று வசைபாடுவது முற்றிலும் அறிவற்ற ஆணாதிக்க உளறலாகும்.,0.0,0.0
VID_02844,train,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு உண்மையான ஈடுபாட்டுடன் சம அந்தஸ்தும் வாய்ப்பும் உறுதி செய்யப்பட வேண்டும்.,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு உண்மையான ஈடுபாட்டுடன் சம அந்தஸ்தும் வாய்ப்பும் உறுதி செய்யப்பட வேண்டும்.,0.0,0.0
VID_02845,val,MISOGYNISTIC,VIOLENCE,பெண்களுக்கு எதிராக கொடுமையான சித்திரவதைகளுக்கு ஆளாக்குவது வெளிப்படையாக அனைத்து தரப்பினராலும் எதிர்க்கப்பட வேண்டிய வன்முறை.,பெண்களுக்கு எதிராக கொடுமையான சித்திரவதைகளுக்கு ஆளாக்குவது வெளிப்படையாக அனைத்து தரப்பினராளும் எதிர்க்கப்பட வேண்டிய வன்முறை.,9.09,0.82
VID_02846,train,MISOGYNISTIC,SHAMING,ஒரு பெண்ணின் உடையை வைத்து அசிங்கமான கருத்துக்களை பொதுவெளியில் பதிவு செய்வது சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,ஒரு பெண்ணின் உடையை வைத்து அசிங்கமான கருத்துக்களை பொதுவெளியில் பதிவு செய்வது சட்டப்படி தண்டிக்கப்பட வேண்டிய வன்முறை.,0.0,0.0
VID_02847,val,NON-MISOGYNISTIC,NONE,நகரத்தின் மையப்பகுதியில் புதிய நூலகம் அனைவரும் பாராட்டும் வகையில் முற்றிலும் தேசிய அளவில் அபாரமான வெற்றியை பெற்றுள்ளது.,நகறத்தின் மையப்பகுதியில் புதிய நூலகம் அனைவரும் பாராட்டும் வகையில் முற்றிலும் தேசிய அளவில் அபாரமான வெற்றியை பெற்றுள்ளது.,7.69,0.84
VID_02848,train,NON-MISOGYNISTIC,NONE,அந்த பெண் மருத்துவர் அரசு மருத்துவமனையில் முழு அர்ப்பணிப்புடன் நேர்மையாகவும் துணிச்சலுடனும் நிர்வகிக்கிறார்.,அந்த பெண் மருத்துவர் அரசு மருத்துவமனையில் முழு அர்ப்பணிப்புடன் நேர்மையாகவும் துணிச்சலுடனும் நிர்வகிக்கிறார்.,0.0,0.0
VID_02849,train,MISOGYNISTIC,VIOLENCE,தன் பேச்சை கேட்காத பெண்களை உடல் ரீதியாக காயப்படுத்துவதும் அடிப்பதும் சட்டப்படி கடுமையான தண்டனைக்குரிய பெருங்குற்றம்.,தன் பேச்சை கேட்காத பென்களை உடல் ரீதியாக காயப்படுத்துவதும் அடிப்பதும் சட்டப்படி கடுமையான தண்டனைக்குரிய பெருங்குற்றம்.,8.33,0.86
VID_02850,train,NON-MISOGYNISTIC,NONE,பாட்டி வீட்டில் குழந்தைகளுக்கு நல்ல உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக சுவையான மற்றும் ஆரோக்கியமான உணவை தயாரித்தார்.,பாட்டி வீட்டில் குழந்தைகளுக்கு நல்ல உண்மையான ஈடுபாட்டுடன் தொடர்ச்சியாக சுவையான மற்றும் ஆரோக்கியமான உணவை தயாரித்தார்.,0.0,0.0
VID_02851,train,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு தொடர்ந்து வெற்றிகரமாக கிடைப்பதை நாம் உறுதி செய்ய வேண்டும்.,கல்வி மற்றும் வேலைவாய்ப்பில் தொடர்ந்து வெற்றிகரமாக கிடைப்பதை நாம் உறுதி செய்ய வேண்டும்.,9.09,12.12
VID_02852,test,MISOGYNISTIC,VIOLENCE,பெண்களை மிரட்டி பணியவைக்க துன்புறுத்தி அடக்கி வைக்க நினைப்பது பாதிக்கப்பட்ட பெண்களுக்கு இழைக்கப்படும் பெரும் அநீதி.,பெண்களை மிரட்டி பணியவைக்க துன்புறுத்தி அடக்கி வைக்க நினைப்பது பாதிக்கப்பட்ட பெண்களுக்கு இழைக்கப்படும் பெரும் அநீதி.,0.0,0.0
VID_02853,train,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளால் விமர்சிப்பது வெளிப்படையாக சமூகத்தின் இழிவான மனநிலையை காட்டுகிறது.,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளால் விமர்சிப்பது வெளிப்படையாக சமூகத்தின் இழிவான மனநிலையை காட்டுகிறது.,0.0,0.0
VID_02854,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்கள் ஆண்களை விட குறைவானவர்கள் என்று ஏளனம் செய்வது முற்றிலும் ஆதாரமற்ற இழிவான பிரச்சாரமாகும்.,பெண்கள் ஆண்களை விட குறைவானவர்கள் என்று ஏளனம் செய்வது முற்றிலும் ஆதாரமற்ற இழிவான பிரச்சாரமாகும்.,0.0,0.0
VID_02855,val,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி உண்மையான ஈடுபாட்டுடன் மிகவும் விரிவாகவும் தெளிவாகவும் விவரிக்கப்பட்டன.,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி உண்மையான ஈடுபாட்டுடன் விரிவாகவும் தெளிவாகவும் விவரிக்கப்பட்டன.,9.09,7.02
VID_02856,train,MISOGYNISTIC,VIOLENCE,பெண்களுக்கு எதிராக உடல் ரீதியாக காயப்படுத்துவதும் அடிப்பதும் முற்றிலும் சமூக பாதுகாப்பை அழிக்கும் விஷமத்தனம்.,பெண்களுக்கு எதிராக உடல் ரீதியாக காயப்படுத்துவதும் அடிப்பதும் முர்றிலும் சமூக பாதுகாப்பை அழிக்கும் விஷமத்தனம்.,9.09,0.92
VID_02857,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்கள் ஆண்களை விட இல்லை என்று ஏளனம் பேசுவது தொடர்ச்சியாக அறிவற்ற ஆணாதிக்க உளறலாகும்.,பெண்கள் ஆண்களை விட இல்லை என்று ஏளனம் பேசுவது தொடர்ச்சியாக அறிவற்ற உளறலாகும்.,9.09,10.59
VID_02858,train,MISOGYNISTIC,OBJECTIFICATION,இளம் பெண்களின் திறமை ஆடை மற்றும் தோற்றத்தை மட்டுமே அளவுகோலாக வைப்பது கடுமையாக கண்டிக்கப்பட வேண்டிய இழிவான சிந்தனை.,இளம் பெண்களின் திறமை ஆடை மற்றும் தோற்றத்தை மட்டுமே அளவுகோலாக வைப்பது கடுமையாக கண்டிக்கப்பட வேண்டிய இழிவான சிந்தனை.,0.0,0.0
VID_02859,train,NON-MISOGYNISTIC,NONE,கல்லூரி மாணவிகள் தேசிய அளவிலான போட்டியில் விடாமுயற்சியுடன் சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,கல்லூரி மாணவிகள் தேசிய அளவிலான போட்டியில் விடாமுயற்சியுடன் சிறப்பான முறையில் பணியாற்றி பாராட்டுகளை பெற்றுள்ளார்.,0.0,0.0
VID_02860,train,NON-MISOGYNISTIC,NONE,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் முன்னுதாரணமாக வெளிப்படையாக தொழில்நுட்பங்கள் வேகமாக வளர்ந்து வருகின்றன.,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் முன்னுதாரணமாக வெளிப்படையாக தொழில்நுட்பங்கள் வேகமாக வளர்ந்து வருகின்றன.,0.0,0.0
VID_02861,train,NON-MISOGYNISTIC,NONE,பெண்களும் ஆண்களும் இணைந்து விடாமுயற்சியுடன் முற்றிலும் மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,பெண்களும் ஆண்களும் இணைந்து விடாமுயற்சியுடன் முற்றிலும் மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,0.0,0.0
VID_02862,val,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளால் விமர்சிப்பது சமூகத்தின் இழிவான மனநிலையை காட்டுகிறது.,பெண்கள் அணியும் ஆடைகளை குறைகூறி இழிவான வார்த்தைகளாள் விமர்சிப்பது சமூகத்தின் இழிவான மனநிலையை காட்டுகிறது.,9.09,0.95
VID_02863,val,MISOGYNISTIC,SHAMING,நவீன ஆடைகளை அணியும் பெண்களை அவளை சமூகத்திலிருந்து தனிமைப்படுத்த முயற்சிப்பது முற்றிலும் பெண்களின் பாதுகாப்பிற்கு அச்சுறுத்தலாகும்.,நவீன ஆடைகளை அணியும் பெண்களை அவளை சமூகத்திலிருந்து தனிமைப்படுத்த முயர்சிப்பது முற்றிலும் பெண்களின் பாதுகாப்பிற்கு அச்சுறுத்தலாகும்.,8.33,0.77
VID_02864,train,MISOGYNISTIC,STEREOTYPING,திருமணமான பெண்கள் தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் முற்றிலும் என்று அடக்குவது நவீன சமூகத்திற்கு முற்றிலும் ஏற்க முடியாதது.,திருமணமான பெண்கள் தலைமைப் பொறுப்புகளை ஏற்க தகுதியற்றவர்கள் முற்றிலும் என்று அடக்குவது நவீன சமூகத்திற்கு முற்றிலும் ஏற்க முடியாதது.,0.0,0.0
VID_02865,train,MISOGYNISTIC,OBJECTIFICATION,பெண்களின் மதிப்பு உடல் அமைப்பை மட்டுமே பேசுபொருளாக்குவது வெளிப்படையாக மனித மாண்பை கொச்சைப்படுத்தும் செயலாகும்.,பெண்களிண் மதிப்பு உடல் அமைப்பை மட்டுமே பேசுபொருளாக்குவது வெளிப்படையாக மனித மாண்பை கொச்சைப்படுத்தும் செயலாகும்.,9.09,0.91
VID_02866,train,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் மிகவும் சிறப்பாக பலருக்கு வேலைவாய்ப்புகளை உருவாக்கி சாதனை படைத்துள்ளார்.,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் மிகவும் சிறப்பாக பலருக்கு வேலைவாய்ப்புகளை உருவாக்கி சாதனை படைத்துள்ளார்.,0.0,0.0
VID_02867,test,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,பெண்கல் அணியும் ஆடைகளை குறைகூறி அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,9.09,0.86
VID_02868,train,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி விடாமுயற்சியுடன் வெளிப்படையாக மிகவும் விரிவாகவும் தெளிவாகவும் விவரிக்கப்பட்டன.,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி விடாமுயற்சியுடன் வெளிப்படையாக மிகவும் விரிவாகவும் தெளிவாகவும் விவரிக்கப்பட்டன.,0.0,0.0
VID_02869,test,NON-MISOGYNISTIC,NONE,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் முழு அர்ப்பணிப்புடன் நியாயமான தீர்ப்புகளை வழங்கி நீதியை நிலைநாட்டுகிறார்.,விண்வெளி ஆய்வு மையத்தில் பெண் விஞ்ஞானிகள் முழு அர்ப்பணிப்புடன் நியாயமான தீர்ப்புகளை வழங்கி நிலைநாட்டுகிறார்.,8.33,6.09
VID_02870,train,MISOGYNISTIC,VIOLENCE,பெண்களுக்கு எதிராக கொடுமையான சித்திரவதைகளுக்கு ஆளாக்குவது மனிதநேயமற்ற கொடூரமான குற்றமாகும்.,பெண்களுக்கு எதிராக கொடுமையாண சித்திரவதைகளுக்கு ஆளாக்குவது மனிதநேயமற்ற கொடூரமான குற்றமாகும்.,12.5,1.1
VID_02871,test,MISOGYNISTIC,GENERAL_ABUSE,பெண்களுக்கு சிந்தனை திறன் முடியாது என்று கேவலப்படுத்துவது வெளிப்படையாக சமூக சமத்துவத்திற்கு எதிரான அவமதிப்பு.,பெண்களுக்கு சிந்தனை திரன் முடியாது என்று கேவலப்படுத்துவது வெளிப்படையாக சமூக சமத்துவத்திற்கு எதிரான அவமதிப்பு.,9.09,0.92
VID_02872,test,MISOGYNISTIC,STEREOTYPING,பெண்கள் எப்போதும் வீட்டை மட்டும் கவனிக்க வேண்டும் வெளிப்படையாக என்று கட்டளையிடுவது பாலின சமத்துவத்தை குலைக்கும் செயல்.,பெண்கல் எப்போதும் வீட்டை மட்டும் கவனிக்க வேண்டும் வெளிப்படையாக என்று கட்டளையிடுவது பாலின சமத்துவத்தை குலைக்கும் செயல்.,7.69,0.85
VID_02873,test,MISOGYNISTIC,OBJECTIFICATION,பெண்களின் மதிப்பு அழகு சாதனமாக மட்டுமே வர்ணிப்பது வெளிப்படையாக பெண்களை மனிதர்களாக மதிக்காத காட்டுமிராண்டித்தனம்.,பெண்கலின் மதிப்பு அழகு சாதனமாக மட்டுமே வர்ணிப்பது வெளிப்படையாக பெண்களை மனிதர்களாக மதிக்காத காட்டுமிராண்டித்தனம்.,9.09,0.89
VID_02874,train,MISOGYNISTIC,OBJECTIFICATION,ஒரு பெண்ணின் தகுதி பாலியல் கவர்ச்சி பொருளாக மட்டுமே பார்ப்பது வெளிப்படையாக மனித மாண்பை கொச்சைப்படுத்தும் செயலாகும்.,ஒரு பெண்ணின் தகுதி பாலியல் கவர்ச்சி பொருளாக மட்டுமே பார்ப்பது வெளிப்படையாக மனித மாண்பை கொச்சைப்படுத்தும் செயலாகும்.,0.0,0.0
VID_02875,train,NON-MISOGYNISTIC,NONE,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் மிகவும் சிறப்பாக பயிற்சிகள் இலவசமாக பயிற்றுவிக்கப்பட்டு வருகின்றன.,விவசாயிகள் இயற்கை உரங்களை பயன்படுத்தி தங்கள் மிகவும் சிறப்பாக பயிற்சிகள் இலவசமாக பயிற்றுவிக்கப்பட்டு வருகின்றன.,0.0,0.0
VID_02876,train,MISOGYNISTIC,VIOLENCE,பெண்களை மிரட்டி பணியவைக்க தாக்குதல் நடத்துவதை பெருமையாக பேசுவது முற்றிலும் கொடூரமான மனித உரிமை அத்துமீறலாகும்.,பெண்களை மிரட்டி பணியவைக்க தாக்குதல் நடத்துவதை பெருமையாக பேசுவது முற்றிலும் கொடூரமான மனித உரிமை அத்துமீறலாகும்.,0.0,0.0
VID_02877,train,MISOGYNISTIC,VIOLENCE,பெண்களுக்கு எதிராக துன்புறுத்தி அடக்கி வைக்க நினைப்பது முற்றிலும் எந்த வகையிலும் ஏற்றுக்கொள்ள முடியாத கொடூரம்.,பெண்களுக்கு எதிராக துன்புறுத்தி அடக்கி வைக்க நினைப்பது முற்றிலும் எந்த வகையிலும் ஏற்றுக்கொள்ள முடியாத கொடூரம்.,0.0,0.0
VID_02878,test,MISOGYNISTIC,OBJECTIFICATION,பெண்களின் மதிப்பு உடல் அமைப்பை மட்டுமே பேசுபொருளாக்குவது நாகரிக சமூகத்திற்கு முற்றிலும் பொருந்தாத இழிவு.,பெண்களின் மதிப்பு உடல் அமைப்பை மட்டுமே பேசுபொருளாக்குவது நாகரிக சமூகத்திற்கு முற்றிலும் பொருந்தாத இழிவு.,0.0,0.0
VID_02879,train,MISOGYNISTIC,STEREOTYPING,திருமணமான பெண்கள் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் தொடர்ச்சியாக என்று கூறுவது ஒரு பிற்போக்குத்தனமான பாலின பாகுபாடு.,திருமணமான பெண்கள் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் தொடர்ச்சியாக என கூறுவது ஒரு பிற்போக்குத்தனமான பாலின பாகுபாடு.,6.67,2.17
VID_02880,train,MISOGYNISTIC,OBJECTIFICATION,இளம் பெண்களின் திறமை பாலியல் கவர்ச்சி பொருளாக மட்டுமே பார்ப்பது தொடர்ச்சியாக அவர்களின் அறிவையும் உழைப்பையும் அவமதிக்கும் செயல்.,இளம் பெண்களின் திரமை பாலியல் கவர்ச்சி பொருளாக மட்டுமே பார்ப்பது தொடர்ச்சியாக அவர்களின் அறிவையும் உழைப்பையும் அவமதிக்கும் செயல்.,7.14,0.79
VID_02881,train,MISOGYNISTIC,STEREOTYPING,குடும்பத்தில் ஒரு பெண் ஆண்கள் எடுக்கும் முடிவுகளுக்கு மட்டுமே கீழ்ப்படிய வேண்டும் என்று கட்டளையிடுவது பாலின சமத்துவத்தை குலைக்கும் செயல்.,குடும்பத்தில் ஒரு பெண் ஆண்கள் எடுக்கும் முடிவுகளுக்கு மட்டுமே கீழ்ப்படிய வேண்டும் என்று கட்டளையிடுவது பாலின குலைக்கும் செயல்.,6.67,8.76
VID_02882,train,MISOGYNISTIC,SHAMING,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது வெளிப்படையாக கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,பெண்கள் அணியும் ஆடைகளை குறைகூறி அவளது சுதந்திரத்தை தடுத்து அவப்பெயர் உண்டாக்குவது வெளிப்படையாக கண்டனத்திற்குரிய பிற்போக்குத்தனம்.,0.0,0.0
VID_02883,train,NON-MISOGYNISTIC,NONE,பெண்களுக்கு அரசியலமைப்பு வழங்கியுள்ள மிகவும் சிறப்பாக வழங்குவது சமூக நல்லிணக்கத்தை வளர்க்கும்.,பெண்களுக்கு அரசியலமைப்பு வழங்கியுள்ள மிகவும் சிரப்பாக வழங்குவது சமூக நல்லிணக்கத்தை வளர்க்கும்.,11.11,1.06
VID_02884,test,NON-MISOGYNISTIC,NONE,சமூக அமைப்பில் பெண்களுக்கு சம வாய்ப்பும் முன்னுதாரணமாக தொடர்ச்சியாக வழங்குவது சமூக நல்லிணக்கத்தை வளர்க்கும்.,சமூக அமைப்பில் பென்களுக்கு சம வாய்ப்பும் முன்னுதாரணமாக தொடர்ச்சியாக வழங்குவது சமூக நல்லிணக்கத்தை வளர்க்கும்.,9.09,0.93
VID_02885,train,NON-MISOGYNISTIC,NONE,பெண்களும் ஆண்களும் இணைந்து முழு அர்ப்பணிப்புடன் முற்றிலும் மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,பெண்களும் ஆண்களும் இணைந்து முழு அர்ப்பணிப்புடன் முற்றிலும் மரியாதையுடன் நடத்தப்படுவது அடிப்படை மனித உரிமை.,0.0,0.0
VID_02886,train,MISOGYNISTIC,VIOLENCE,தன் பேச்சை கேட்காத பெண்களை கொடுமையான சித்திரவதைகளுக்கு ஆளாக்குவது தொடர்ச்சியாக சட்டப்படி கடுமையான தண்டனைக்குரிய பெருங்குற்றம்.,தன் பேச்சை கேட்காத பெண்களை கொடுமையான சித்திரவதைகளுக்கு ஆளாக்குவது தொடர்ச்சியாக சட்டப்படி கடுமையான தண்டனைக்குரிய பெருங்குற்றம்.,0.0,0.0
VID_02887,train,MISOGYNISTIC,SHAMING,நவீன ஆடைகளை அணியும் பெண்களை அவளது நடத்தையை தவறாக பேசுவது வெளிப்படையாக மனித மாண்பை குலைக்கும் கொடூர செயல்.,நவீன ஆடைகளை அனியும் பெண்களை அவளது நடத்தையை தவறாக பேசுவது வெளிப்படையாக மனித மாண்பை குலைக்கும் கொடூர செயல்.,7.14,0.95
VID_02888,train,MISOGYNISTIC,SHAMING,ஒரு பெண்ணின் உடையை வைத்து அவளது நடத்தையை தவறாக பேசுவது தொடர்ச்சியாக நாகரிக மனிதர்களுக்கு அழகல்ல.,ஒரு பெண்ணின் உடையை வைத்து அவலது நடத்தையை தவறாக பேசுவது தொடர்ச்சியாக நாகரிக மனிதர்களுக்கு அழகல்ல.,8.33,1.04
VID_02889,train,MISOGYNISTIC,OBJECTIFICATION,ஒரு பெண்ணின் தகுதி தோற்றப் பொலிவை மட்டுமே அவர்களின் அடையாளமாக்குவது வெளிப்படையாக அவர்களின் அறிவையும் உழைப்பையும் அவமதிக்கும் செயல்.,ஒரு பெண்ணின் தகுதி தோற்றப் பொலிவை மட்டுமே அவர்களின் அடையாளமாக்குவது வெளிப்படையாக அவர்களின் அறிவையும் உழைப்பையும் அவமதிக்கும் செயல்.,0.0,0.0
VID_02890,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்கள் ஆண்களை விட குறைவானவர்கள் என்று ஏளனம் செய்வது வெளிப்படையாக நாகரிக மனிதர்கள் ஏற்காத மட்டமான சிந்தனை.,பெண்கள் ஆண்களை விட குறைவானவர்கள் என்று ஏளனம் செய்வது வெளிப்படையாக நாகரிக மனிதர்கள் ஏற்காத மட்டமான சிந்தனை.,0.0,0.0
VID_02891,train,NON-MISOGYNISTIC,NONE,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு விடாமுயற்சியுடன் வெளிப்படையாக மறுக்க முடியாத அடிப்படை உரிமையாகும்.,கல்வி மற்றும் வேலைவாய்ப்பில் பெண்களுக்கு விடாமுயற்சியுடன் வெளிப்படையாக மறுக்க முடியாத அடிப்படை உரிமையாகும்.,0.0,0.0
VID_02892,train,MISOGYNISTIC,GENERAL_ABUSE,பெண்கள் ஆண்களை விட பயனற்றது என்று கொச்சைப்படுத்துவது வெளிப்படையாக தவறான மற்றும் அவதூறான கருத்து.,பெண்கள் ஆண்களை விட பயனற்றது என்று கொச்சைப்படுத்துவது வெளிப்படையாக தவறான மற்றும் அவதூறான கருத்து.,0.0,0.0
VID_02893,train,MISOGYNISTIC,SHAMING,ஒரு பெண்ணின் உடையை வைத்து அசிங்கமான கருத்துக்களை பொதுவெளியில் பதிவு செய்வது முற்றிலும் நாகரிக மனிதர்களுக்கு அழகல்ல.,ஒரு பெண்ணின் உடையை வைத்து அசிங்கமான கருத்துக்களை பொதுவெளியில் பதிவு செய்வது முர்றிலும் நாகரிக மனிதர்களுக்கு அழகல்ல.,7.69,0.87
VID_02894,train,NON-MISOGYNISTIC,NONE,வானிலை ஆய்வு மையம் வெளியிட்ட அறிக்கையின்படி முற்றிலும் நடைப்பயிற்சி மேற்கொண்டு உடற்பயிற்சி செய்கின்றனர்.,வானிலை ஆய்வு மையம் வெளியிட்ட அரிக்கையின்படி முற்றிலும் நடைப்பயிற்சி மேற்கொண்டு உடற்பயிற்சி செய்கின்றனர்.,10.0,0.96
VID_02895,train,NON-MISOGYNISTIC,NONE,சுற்றுச்சூழலை பாதுகாக்க மாணவர்கள் ஒன்றிணைந்து உண்மையான ஈடுபாட்டுடன் வெளிப்படையாக சிறப்பான முறையில் மருத்துவர்களால் நடத்தப்பட்டது.,சுற்றுச்சூழலை பாதுகாக்க மாணவர்கள் ஒன்றிணைந்து உண்மையான ஈடுபாட்டுடன் வெளிப்படையாக சிறப்பான முறையில் மருத்துவர்களால் நடத்தப்பட்டது.,0.0,0.0
VID_02896,test,NON-MISOGYNISTIC,NONE,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை மிகவும் சிறப்பாக ஆயிரக்கணக்கான மரக்கன்றுகளை நட்டு வளர்த்து வருகின்றனர்.,கிராமப்புற மக்களுக்கு இலவச மருத்துவ பரிசோதனை மிகவும் சிறப்பாக ஆயிரக்கணக்கான மரக்கன்றுகளை நட்டு வளர்த்து வருகின்றனர்.,0.0,0.0
VID_02897,test,NON-MISOGYNISTIC,NONE,அனைத்து துறைகளிலும் பெண்களுக்கு முன்னுதாரணமாக பாதுகாப்பது ஒரு ஜனநாயக நாட்டின் கடமை.,அனைத்து துறைகளிலும் பெண்களுக்கு முன்னுதாரணமாக பாதுகாப்பது ஒரு நாட்டின் கடமை.,11.11,8.43
VID_02898,test,MISOGYNISTIC,GENERAL_ABUSE,முக்கியமான பிரச்சனைகளை தீர்க்க பெண்களுக்கு திறமை குறைவு என்று வாதாடுவது முற்றிலும் பெண்களின் சாதனைகளை மறைக்கும் காழ்ப்புணர்ச்சி.,முக்கியமான பிரச்சனைகளை தீர்க்க பெண்களுக்கு திறமை குறைவு என்று வாதாடுவது முற்றிலும் பெண்களின் சாதனைகளை மறைக்கும் காழ்ப்புணர்ச்சி.,0.0,0.0
VID_02899,test,MISOGYNISTIC,STEREOTYPING,பெண்கள் எப்போதும் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் முற்றிலும் என்று கட்டுப்படுத்துவது சமூக முன்னேற்றத்திற்கு தடையாகும்.,பெண்கள் எப்போதும் அடுப்பூதும் வேலைக்கு மட்டுமே முன்னுரிமை அளிக்க வேண்டும் முற்றிலும் என்று கட்டுப்படுத்துவது சமூக முன்னேற்றத்திற்கு தடையாகும்.,0.0,0.0
VID_02900,test,MISOGYNISTIC,VIOLENCE,பெண்களுக்கு எதிராக வன்முறை மூலம் கட்டுப்படுத்த முயற்சிப்பது தொடர்ச்சியாக மனிதநேயமற்ற கொடூரமான குற்றமாகும்.,பெண்களுக்கு எதிராக வன்முறை மூலம் கட்டுப்படுத்த முயற்சிப்பது தொடர்ச்சியாக மனிதநேயமற்ற கொடூரமான குற்றமாகும்.,0.0,0.0
